Date,AAPL,AMZN,ED,F,JNJ,JPM,ORCL,TSLA,V,WMT,XOM
202312,1.013582532,1.040043851,1.009543898,1.188109094,1.013448867,1.089825756,0.90723692,1.034988312,1.014298011,1.016349837,0.973136125
202311,1.113780188,1.097678266,1.035921918,1.052307716,1.050954147,1.122393234,1.123887775,1.195379437,1.094115026,0.952756942,0.979494413
202310,0.997430048,1.046963448,1.026423518,0.797264681,0.952423732,0.965977742,0.979780737,0.802653646,1.022129569,1.021759582,0.900238125
202309,0.911321677,0.921092731,0.961443357,1.023907639,0.963322616,0.991047634,0.879807286,0.969544383,0.936217808,0.983518808,1.05746922
202308,0.957616153,1.032390799,0.946362187,0.918243771,0.972087879,0.926373768,1.026955522,0.965037556,1.035384607,1.020818697,1.045332723
202307,1.012785438,1.025467874,1.049336263,0.88260379,1.012143559,1.09354243,0.987836245,1.02162205,1.001052687,1.017050546,0.999906636
202306,1.094330182,1.081107967,0.968917426,1.260833296,1.067457699,1.071696982,1.124126746,1.283626727,1.0744243,1.070198107,1.049618385
202305,1.046058313,1.143480373,0.955354529,1.010101001,0.954367384,0.981698509,1.118454403,1.241129546,0.951578738,0.976537694,0.870936808
202304,1.028987223,1.020911957,1.029267359,0.95463306,1.056128913,1.069180508,1.023640275,0.792008061,1.032245129,1.023872576,1.07915358
202303,1.118648699,1.096147694,1.070733082,1.043910528,1.011353231,0.909033868,1.063157834,1.008507121,1.025097785,1.041682485,0.997725411
202302,1.023182861,0.913701211,0.945721952,0.949734508,0.944574193,1.024221099,0.988017285,1.187564977,0.957259798,0.987905904,0.954708596
202301,1.110521056,1.227738063,1,1.16165083,0.925106284,1.051408133,1.086269787,1.406234785,1.108057401,1.01466959,1.051767969
202212,0.877727596,0.870105647,0.972154135,0.836690805,0.992415548,0.970473516,0.98446352,0.632665651,0.957419407,0.933765382,0.990659275
202211,0.966972541,0.942405297,1.12454251,1.050508337,1.029769025,1.097712008,1.063532548,0.85567374,1.049840782,1.070891524,1.01287178
202210,1.109551174,0.906548694,1.025652901,1.193749854,1.064948647,1.215370656,1.284940838,0.857832208,1.166113202,1.097378512,1.269155943
202209,0.879023052,0.89137811,0.877429982,0.734908176,1.012520057,0.918842882,0.823600773,0.962410704,0.894016365,0.978498749,0.913379905
202208,0.968791961,0.939384954,0.992404809,1.047787342,0.930690294,0.985870274,0.952595071,0.927511328,0.938484463,1.008158198,0.995757572
202207,1.188633758,1.270595971,1.043848626,1.319856028,0.983155853,1.033482219,1.119051514,1.323765264,1.077302154,1.086116033,1.131831005
202206,0.918570302,0.883540787,0.95808981,0.813596524,0.988748297,0.851622246,0.971496084,0.888112259,0.927982226,0.945191729,0.892083339
202205,0.945503976,0.967235682,1.079275497,0.96610167,1.001239222,1.107825095,0.979836456,0.870802514,0.997397064,0.843830042,1.137634509
202204,0.9028692,0.762474907,0.979509758,0.842945732,1.018225054,0.882076932,0.890694222,0.80805489,0.961040682,1.027330033,1.032207526
202203,1.057473333,1.061437285,1.103882698,0.962984052,1.076927768,0.961354069,1.088982647,1.238008809,1.026142861,1.106066723,1.053174973
202202,0.945934228,1.026672518,1.001665797,0.865024725,0.961323374,0.954239541,0.936052128,0.929231841,0.957119021,0.966740654,1.043830499
202201,0.984287704,0.89717009,1.013244115,0.982396111,1.007131437,0.944052622,0.934084591,0.886390682,1.043652788,0.966272589,1.241379195
202112,1.074228696,0.950748031,1.098918031,1.082334477,1.097095027,0.996978065,0.961097573,0.923145481,1.118387841,1.033012617,1.022560153
202111,1.105081629,1.039923701,1.039940148,1.129193738,0.963601,0.93489906,0.945799422,1.027612189,0.916612855,0.94117259,0.940657716
202110,1.058657555,1.026602458,1.038710466,1.206214706,1.008544954,1.044130444,1.104943835,1.436529596,0.950707206,1.072033111,1.096055859
202109,0.93196325,0.946481891,0.962094121,1.086722769,0.932824938,1.02338242,0.977560866,1.054042332,0.972282784,0.941121144,1.0788701
202108,1.042489268,1.043034169,1.033004564,0.934050316,1.011375333,1.05382781,1.02283661,1.070605384,0.931094303,1.042756806,0.961354894
202107,1.064982419,0.967277717,1.028583206,0.938761709,1.045283484,0.981449511,1.123605427,1.01103428,1.053759273,1.010849277,0.912650597
202106,1.099109176,1.067354987,0.92853451,1.022711634,0.973352945,0.947028596,0.988570053,1.087137347,1.028684461,0.992888954,1.080692172
202105,0.949503025,0.929529745,1.007723722,1.259098775,1.046555224,1.067811173,1.038923382,0.881286645,0.97461112,1.019139317,1.034596908
202104,1.076217777,1.120662737,1.034892865,0.942040779,0.990143197,1.016329697,1.084764087,1.062147248,1.103103223,1.030037832,1.025255225
202103,1.007339543,1.000371784,1.139375606,1.047008649,1.037170142,1.034382121,1.08773858,0.988793431,0.996892326,1.049854497,1.026853216
202102,0.920287979,0.964671586,0.937749314,1.111111123,0.9774297,1.143778506,1.067516032,0.85125955,1.100749037,0.924763347,1.233124804
202101,0.994498457,0.984423988,0.979382725,1.197952107,1.036535746,1.019883875,0.937722015,1.124505858,0.883509448,0.974609755,1.087821582
202012,1.114573752,1.028058383,0.947803169,0.968061857,1.087779894,1.077960794,1.120755427,1.24325228,1.039838169,0.946900574,1.081038378
202011,1.095493254,1.043439869,0.980530871,1.174644022,1.062543529,1.202366189,1.028693696,1.462735802,1.159357791,1.101189119,1.197116678
202010,0.939987949,0.964245915,1.008868794,1.160660618,0.920943135,1.027835791,0.943671806,0.904501089,0.908686435,0.991708899,0.950189221
202009,0.897473574,0.912421408,1.090552096,0.976539688,0.970471348,0.960874161,1.043341389,0.860912586,0.943299108,1.007633959,0.859539415
202008,1.216569381,1.090461034,0.938188945,1.031770004,1.059488553,1.036734532,1.031920584,1.741452125,1.115076108,1.077440775,0.967869079
202007,1.165131594,1.147113622,1.068121827,1.087171055,1.036478542,1.037441119,1.007498169,1.325010884,0.985660376,1.080313943,0.940965938
202006,1.147386312,1.129566729,0.958300144,1.064798524,0.94541192,0.966601542,1.027896691,1.293185633,0.989397734,0.965500578,0.983505626
202005,1.085094024,0.987215059,0.962676143,1.121807571,0.998274736,1.016186409,1.015102888,1.067938868,1.094264318,1.025139649,0.99745291
202004,1.15537381,1.268900118,1.010256424,1.053830377,1.144208033,1.074698072,1.101213036,1.492137319,1.109235266,1.069793995,1.223861034
202003,0.930238626,1.035020571,0.989596629,0.693965446,0.975089352,0.775385358,0.977153414,0.784442929,0.886443652,1.05983242,0.738141503
202002,0.885298438,0.93778628,0.845368481,0.789115544,0.909098566,0.87722888,0.942993315,1.026776469,0.914827501,0.940518722,0.839962913
202001,1.054010001,1.087063803,1.039018517,0.9645162,1.020566391,0.955593639,0.994402876,1.555159857,1.058914394,0.963396151,0.890226427
201912,1.098783791,1.026121694,1.041201588,1.026490104,1.060949806,1.057984053,0.94371218,1.267897153,1.01837289,1.002376785,1.024218513
201911,1.077554138,1.013587301,0.950239727,1.054714843,1.048489849,1.054755031,1.030280637,1.047694647,1.033316884,1.01560636,1.020447552
201910,1.110684375,1.023474701,0.976182881,0.953162972,1.020559414,1.069935302,0.994603462,1.307427221,1.039823428,0.988035061,0.956946291
201909,1.07296163,0.977267257,1.062654712,0.998909752,1.007946336,1.071272548,1.05704969,1.067638889,0.951277334,1.038683689,1.031104076
201908,0.983538832,0.951526177,1.055303764,0.962224312,0.993102633,0.947068939,0.924689233,0.933777634,1.01730864,1.040246749,0.932376205
201907,1.076394329,0.985820817,0.968978091,0.945478058,0.934951353,1.044912746,0.992239661,1.08122253,1.025640875,0.999004527,0.970377082
201906,1.130519032,1.066791747,1.015990754,1.07457954,1.061990139,1.055114962,1.125889198,1.20684813,1.07574526,1.08921514,1.082803303
201905,0.875787359,0.921386803,1.010314234,0.911004779,0.93517965,0.913054615,0.914512933,0.775734178,0.982656136,0.991626564,0.891644207
201904,1.056435712,1.081858745,1.015918013,1.209299466,1.010086403,1.155171614,1.03477562,0.852890762,1.052756231,1.054444954,0.993564444
201903,1.097025924,1.085935707,1.028623118,1.001140324,1.023053458,0.970007524,1.030308794,0.874890614,1.054482751,0.990552246,1.022396481
201902,1.044776429,0.954094015,1.071860305,0.99659056,1.033560521,1.008309232,1.03782599,1.041886467,1.099019057,1.032974877,1.090439604
201901,1.055154065,1.14431709,1.015563319,1.170367652,1.031228306,1.068844053,1.116918493,0.922536084,1.02326773,1.028770943,1.074644395
201812,0.883301616,0.8886503,0.951586817,0.812964769,0.87848855,0.877956524,0.925963979,0.949554879,0.931056621,0.959122545,0.857735648
201811,0.818802336,1.057671752,1.066847637,0.985340499,1.056043116,1.019904629,0.998361949,1.03901337,1.029847174,0.973773661,1.007855256
201810,0.969522679,0.79780825,0.997506434,1.050978992,1.013172332,0.972912369,0.95105971,1.27401149,0.918448825,1.067830541,0.937191533
201809,0.991697032,0.995175693,0.965285284,0.975738474,1.025837163,0.984814063,1.061341988,0.877709998,1.021785253,0.979657979,1.060495989
201808,1.200422148,1.132364481,1.009127565,0.944223005,1.023148075,0.996781255,1.018875998,1.011806542,1.075842948,1.080541992,0.993705449
201807,1.02798332,1.045676008,1.012182874,0.919706061,1.092137798,1.109161773,1.086405335,0.869339552,1.032389556,1.041798113,0.985253012
201806,0.990581714,1.043065192,1.016290945,0.958441296,1.01437874,0.973740827,0.943064817,1.204474361,1.013234455,1.037678513,1.018340901
201805,1.135123623,1.040539411,0.966587529,1.027580234,0.952701388,0.983728612,1.022991267,0.968798981,1.031920528,0.938955511,1.055478291
201804,0.984980673,1.082074796,1.028098436,1.028051081,0.987046256,0.99419526,1.002384618,1.104347404,1.06069206,0.994267658,1.04208539
201803,0.941949215,0.956950631,1.040726514,1.044297732,0.986680114,0.952121234,0.9029009,0.775753543,0.972995081,0.994338959,0.985080906
201802,1.068184795,1.042429064,0.940620689,0.967183243,0.945883602,0.998530219,0.982167084,0.968248144,0.991338826,0.844371361,0.876454688
201801,0.989363796,1.240638975,0.945967903,0.899931811,0.989049607,1.087269148,1.095408334,1.137979784,1.089545724,1.079493657,1.043758792
201712,0.984754056,0.993813432,0.95406561,0.997603825,1.002799337,1.023153577,0.963717991,1.008094513,1.012701177,1.020985666,1.004202106
201711,1.020277855,1.064662377,1.042896047,1.020374905,1.005546261,1.038862667,0.963850545,0.931589938,1.025545231,1.11361844,1.008528257
201710,1.096807808,1.149716518,1.066559201,1.037791148,1.072302264,1.059555268,1.056893111,0.97194369,1.045039984,1.117353214,1.016711433
201709,0.939756087,0.980369208,0.957398543,1.085222305,0.982171258,1.050830793,0.960659415,0.958415246,1.016615201,1.000896492,1.074020936
201708,1.106999338,0.992731151,1.025555717,0.983065741,1.003707266,0.990086973,1.008011295,1.100256623,1.041449378,0.982136275,0.962891658
201707,1.032703924,1.020433851,1.025241526,1.015557821,1.003250505,1.009901058,0.999567961,0.894527297,1.061633631,1.056950075,0.991452932
201706,0.942785973,0.97323606,0.976204939,1.006295012,1.031500666,1.112599087,1.104648495,1.060408772,0.984773789,0.962850197,1.002857011
201705,1.067807358,1.075276461,1.053370153,0.969485498,1.045602178,0.944252759,1.009564189,1.085777035,1.04581217,1.052487095,0.995225756
201704,0.999930341,1.043370872,1.020859944,0.998675356,0.991328577,0.996127986,1.012187993,1.128530351,1.026442938,1.043007684,0.995610509
201703,1.048689733,1.049110121,1.008047893,0.928970783,1.019147363,0.969322399,1.04742909,1.113244502,1.010575311,1.023685361,1.008484771
201702,1.133777776,1.02618155,1.045834047,1.013753713,1.086257674,1.070778487,1.061829875,0.992299439,1.065257086,1.062780739,0.978228532
201701,1.047746485,1.098163683,1.009093645,1.035383088,0.982987718,0.986189603,1.047258239,1.17895083,1.060112519,0.965567189,0.92942633
201612,1.047955323,0.99906738,1.056040983,1.014213891,1.035130115,1.076337647,0.956705935,1.128247087,1.009053269,0.988424192,1.033906063
201611,0.978398861,0.950305096,0.932356515,1.018739184,0.966196373,1.157522112,1.046069974,0.957871861,0.939070302,1.005855673,1.057045283
201610,1.004334376,0.943282651,1.003320117,0.984777659,0.981884403,1.047657322,0.981894775,0.969122183,0.997703169,0.97088177,0.954628921
201609,1.065504303,1.088603183,1.0006642,0.957936461,0.989860922,0.986518081,0.952935332,0.962360295,1.022249111,1.00951833,1.00160676
201608,1.023652031,1.013639827,0.94774452,0.995260634,0.959323883,1.055182248,1.004385987,0.902977095,1.038314183,0.985734431,0.988005142
201607,1.090062962,1.060353267,0.995524907,1.018203444,1.032399106,1.037463716,1.006375707,1.106039187,1.05231269,0.999315443,0.948901324
201606,0.957340127,0.990080066,1.098006637,0.931801212,1.076404082,0.952045413,1.018159143,0.950947484,0.939574327,1.031647284,1.05302197
201605,1.071772846,1.095817094,0.990935302,0.99483767,1.01262132,1.032752954,1.008529709,0.927188892,1.023819142,1.066221307,1.015476821
201604,0.860078808,1.111094289,0.973635942,1.015523115,1.035859599,1.075108243,0.977966236,1.047830459,1.009936967,0.976347124,1.057542508
201603,1.127210496,1.074422638,1.094415444,1.079136512,1.028419169,1.051865348,1.112289154,1.19715524,1.056499264,1.040051697,1.042919771
201602,0.998712559,0.941260616,1.018391819,1.047738803,1.014673481,0.946218252,1.012944354,1.003817939,0.97372535,0.999698375,1.038888481
201601,0.924757754,0.868484568,1.079663958,0.875989932,1.016744326,0.907150345,0.998075655,0.796633444,0.960541882,1.082544985,0.99871701
201512,0.889771866,1.016681611,1.034111056,0.983251865,1.014618858,0.990252118,0.937387773,1.042343474,0.981521489,1.050534577,0.95456763
201511,0.994195497,1.062150554,0.955276677,0.967589459,1.009465517,1.037820846,1.003346946,1.112743498,1.02026294,1.027952801,0.99555101
201510,1.083408994,1.222723655,0.983545187,1.10248467,1.082271205,1.061400737,1.079578246,0.833051531,1.11369522,0.882788046,1.112844454
201509,0.978183705,0.99805022,1.062629433,0.978370246,0.993296229,0.95117029,0.973847602,0.997349998,0.97699857,1.001699467,0.988171168
201508,0.933803823,0.956616616,0.99895173,0.935266541,0.945004963,0.935356523,0.928642875,0.935788069,0.947926963,0.905418318,0.958768019
201507,0.967073329,1.235112562,1.098652159,0.998103098,1.028216368,1.017973881,0.994764379,0.99213448,1.121965873,1.014803146,0.952043155
201506,0.962772407,1.011322602,0.935963597,0.989452983,0.973237451,1.030100252,0.926649298,1.069617315,0.977722503,0.95502873,0.976525774
201505,1.045338929,1.017663211,1.015449654,0.960126555,1.01683742,1.039835719,0.997019869,1.109489028,1.041637955,0.95757556,0.983228775
201504,1.005786554,1.133512562,1.00901625,0.988163985,0.98608329,1.051179691,1.014435641,1.197488932,1.00978467,0.948935828,1.027881902
201503,0.968628353,0.978798406,0.966106948,0.987759822,0.981367786,0.988577172,0.984710408,0.928346668,0.964358019,0.985869629,0.960018149
201502,1.100776465,1.072292889,0.920493707,1.110809347,1.030832385,1.126884684,1.0460733,0.998723008,1.066270931,0.987643681,1.020435129
201501,1.061424196,1.142355382,1.049537712,0.958715997,0.95763627,0.87455775,0.934038015,0.915426421,0.972196895,0.989520669,0.94559227
201412,0.928109184,0.916459996,1.045289012,0.985378411,0.966004404,1.040225871,1.060363253,0.909578004,1.015531321,0.986517772,1.021095518
201411,1.105978562,1.108623026,1.006713,1.116394669,1.010902082,0.994709272,1.086043821,1.01166734,1.071479183,1.147765,0.94296023
201410,1.071960552,0.94733904,1.118249053,0.961155334,1.01116451,1.010748374,1.023272128,0.995961699,1.13150885,0.997384443,1.02828302
201409,0.982926617,0.951038229,0.978752892,0.849511706,1.027571286,1.01328827,0.921743245,0.899814654,1.003999338,1.01284749,0.945606388
201408,1.077508927,1.083229482,1.043646799,1.022914112,1.043377375,1.030865458,1.028225002,1.20779213,1.009075287,1.03285366,1.012258404
201407,1.028731082,0.963698478,0.971423069,0.994313101,0.956700261,1.007864449,0.999446815,0.930184174,1.001423802,0.980152243,0.982717466
201406,1.027661918,1.039129788,1.049627742,1.048661926,1.031145377,1.036890342,0.964540969,1.15541227,0.980822191,0.977855554,1.001492228
201405,1.078709277,1.027685498,0.958705028,1.017956772,1.008659618,0.992675933,1.027886324,0.999422745,1.062316782,0.969079722,0.988306858
201404,1.09939629,0.90415314,1.081640222,1.04334676,1.031150703,0.927900344,1.002246239,0.997313493,0.93861745,1.04291438,1.048423615
201403,1.01995295,0.928942333,0.957180892,1.01364533,1.066326786,1.0684618,1.0460238,0.851476615,0.955386575,1.02976081,1.01464633
201402,1.057511016,1.009506806,1.042297686,1.028743144,1.048749672,1.026372634,1.059891123,1.349484658,1.050676435,1.000267396,1.051994607
201401,0.892303356,0.899445774,0.98426141,0.977311233,0.965935314,0.95283992,0.967522482,1.205942856,0.967441907,0.949040763,0.910672151
201312,1.008901803,1.013134549,1.001267888,0.903395606,0.967568194,1.022020424,1.084159517,1.181882541,1.094465886,0.977016477,1.082584022
201311,1.070052795,1.0812845,0.958366204,0.998246857,1.029271607,1.110205659,1.053432926,0.795798389,1.036615925,1.055504314,1.050168357
201310,1.096381574,1.164374359,1.055858258,1.020018369,1.068289231,1.004444193,1.013608096,0.827119087,1.029147086,1.037722962,1.041608643
201309,0.978510854,1.112677074,0.980615217,1.042001239,1.00324044,1.02295657,1.041117177,1.14420105,1.095631046,1.01342863,0.987150209
201308,1.083766843,0.93280658,0.948403968,0.959123572,0.931133846,0.906692845,0.984853419,1.25856432,0.987186165,0.942047029,0.936132205
201307,1.141224649,1.084734802,1.027268031,1.097569723,1.088981619,1.06339083,1.057428412,1.250745186,0.968590618,1.046315348,1.037631498
201306,0.881707192,1.031537854,1.021727486,0.986607593,1.019957638,0.967026934,0.909117823,1.098199657,1.025878576,0.995323462,0.998673904
201305,1.022419087,1.06063589,0.9056685,1.152093865,0.995104808,1.113854282,1.030506454,1.810705746,1.059400593,0.968719005,1.02366367
201304,1.000271116,0.952418491,1.042929848,1.042585532,1.045382407,1.039115965,1.013918852,1.424914099,0.991874518,1.038620878,0.987570286
201303,1.002854558,1.008400504,1.034406667,1.042823533,1.071212455,0.970155276,0.944217363,1.087855295,1.070600109,1.064040666,1.006253959
201302,0.974713884,0.995367262,1.048555038,0.973745047,1.037862846,1.039744662,0.964235172,0.928552238,1.006742179,1.01186547,1.001690659
201301,0.855910906,1.058317031,1.02412697,1.007363383,1.054493168,1.077398993,1.065726606,1.107469978,1.041759403,1.025209136,1.039514693
201212,0.90925725,0.995318388,0.99551874,1.131004472,1.005306119,1.070350549,1.041221086,1.001478202,1.012490825,0.952632839,0.981960044
201211,0.987625491,1.082270617,0.933996747,1.025986025,0.993316179,0.985604438,1.035392315,1.202275597,1.081418659,0.960010285,0.972818967
201210,0.892399798,0.915736092,1.008182112,1.137334495,1.02771699,1.03724893,0.989859166,0.960723837,1.033363107,1.016531931,0.99693785
201209,1.002795747,1.024368613,0.987957305,1.055674299,1.02194859,1.089929915,0.993996566,1.026648172,1.047017366,1.016528498,1.047537252
201208,1.093877411,1.064166299,0.948832832,1.01632201,0.982992696,1.031666736,1.048013422,1.040116536,0.995332779,0.980688022,1.011713795
201207,1.045821761,1.021677287,1.037144523,0.963503916,1.024570529,1.015957597,1.018939498,0.876318303,1.044002368,1.067556052,1.014958648
201206,1.01085302,1.072518843,1.030317611,0.908143845,1.082172082,1.077827811,1.122025047,1.060677739,1.073177224,1.059252618,1.088261265
201205,0.989297335,0.918111249,1.025682257,0.936170394,0.968322248,0.771289243,0.900339604,0.890431659,0.938508307,1.124879614,0.916975787
201204,0.974030715,1.145128693,1.017631149,0.907758768,0.986961632,0.94087299,1.010281528,0.889634843,1.04220349,0.96258117,0.995503027
201203,1.105283557,1.126996472,1.005507591,1.008077449,1.013521937,1.171763646,0.996923247,1.114636605,1.014006804,1.042817461,1.002659274
201202,1.188310047,0.924141105,0.995600718,0.99677971,0.996128755,1.052010569,1.036866038,1.149294691,1.158511212,0.962841979,1.038612563
201201,1.127111316,1.123281389,0.950507715,1.158805385,1.005031921,1.129879651,1.102261105,1.0178571,0.991234236,1.026773898,0.987966391
201112,1.05965461,0.900202787,1.043924596,1.015093921,1.013288146,1.073619407,0.818181904,0.872327308,1.047024712,1.020940613,1.053704808
201111,0.944216787,0.900613566,1.037218946,0.907534503,1.014452895,0.890966837,0.956667634,1.114743145,1.04217909,1.038434349,1.036230832
201110,1.061522715,0.987420831,1.014907012,1.2078591,1.010991012,1.164209296,1.142502345,1.204181973,1.087961006,1.092871217,1.075175793
201109,0.990879377,1.004646121,1.01441043,0.869604312,0.967932644,0.801916837,1.023868849,0.985853097,0.975420896,0.975747099,0.981221438
201108,0.985530355,0.967238897,1.080699012,0.910728886,1.024636908,0.928553701,0.917920354,0.878239074,1.029153856,1.016406753,0.933811283
201107,1.163285349,1.088170642,0.9879791,0.885424308,0.973993115,0.994101886,0.930846436,0.967044279,1.015191217,0.991908083,0.980461901
201106,0.965040727,1.039656249,1.003391987,0.924262778,0.988556836,0.946808526,0.961718025,0.966489941,1.039477206,0.962332466,0.974961025
201105,0.993430673,1.004494217,1.0294483,0.964447142,1.032769384,0.947622155,0.95161304,1.092028728,1.039569164,1.011010689,0.954119381
201104,1.004648658,1.087048179,1.027602817,1.037558841,1.109198539,0.995172181,1.077608591,0.9945946,1.061124207,1.05629185,1.045762503
201103,0.986693198,1.039471406,1.014805713,0.990697796,0.964355479,0.987363839,1.016109218,1.161573664,1.007802867,1.00836513,0.983631753
201102,1.040935056,1.021516137,1.013541278,0.943573911,1.037236419,1.038940934,1.027161904,0.991286273,1.047920669,0.927055569,1.065700463
201101,1.051959104,0.942444483,1.006858453,0.949970006,0.966370428,1.060622732,1.024966407,0.904994725,0.992469354,1.039681277,1.10339176
201012,1.036670402,1.026225716,1.024809075,1.053324749,1.00487425,1.134224467,1.15711636,0.75375031,0.953012697,1.002555785,1.05117862
201011,1.033789893,1.061550575,0.984626002,1.128096044,0.973951418,0.993888075,0.920694421,1.617673858,0.946750573,0.99852343,1.052759979
201010,1.060722087,1.052018361,1.031107462,1.15441189,1.028728279,0.989977355,1.09623907,1.070063418,1.052518082,1.012145014,1.076063944
201009,1.167215183,1.258191186,1.014517413,1.084145312,1.086636456,1.046754702,1.229395297,1.04774129,1.076544059,1.067411069,1.04533924
201008,0.944995216,1.05886846,1.043631442,0.884103406,0.990837203,0.902681352,0.923858441,0.976931292,0.941987527,0.985204733,0.997536328
201007,1.02274086,1.0789859,1.07006932,1.266865155,0.983575579,1.101750007,1.103946168,0.836759949,1.036748633,1.064905854,1.045733337
